energy_L0,entropy_L0,energy_L1,entropy_L1,energy_L2,entropy_L2,energy_L3,entropy_L3,energy_L4,entropy_L4,label
35.93843419524663,-16.8676429338614,418.91370405992814,-457.9965889315069,108.96989255610936,-15.239624837216468,25.60329118893037,20.172665415293984,41.2518027620425,37.45853740277009,0
837.0664412496036,-1678.3105231660206,441.1544458228346,-504.1283971401888,115.37382519845625,-23.957808483232544,20.642222318138714,17.363120580984557,48.066077843797814,38.14921341052536,1
51.448720400449595,-39.079662245511834,403.43488163889396,-432.1470248132046,111.87383337787153,-13.016749523135115,27.95725926966052,19.038276019994395,42.224609088779914,36.55076647720874,0
823.1551888841999,-1668.2922787442226,430.4219957633476,-482.2153062067375,112.2838716555201,-22.67121895618933,25.62439517151482,19.452078788860028,48.758843988290295,37.54208583847927,1
17.757466471943673,1.5478888608233943,421.71651467557194,-459.42446623435956,110.25628884358821,-14.396036320093936,26.481861137858843,19.3303254916223,46.09864274728517,39.98802696825024,0
816.5233720027494,-1628.0133057280607,444.4809529715701,-501.14442157761,115.97221430319627,-26.171330401529463,27.940884830211825,19.854150458645492,42.805410613392546,37.206881559003385,1
60.795654433215134,-48.43593905325919,421.5697341447302,-458.83656422140024,106.88833888160602,-15.855657589889244,26.126517427033875,20.807147348072156,45.69152423557935,38.174735340582345,0
826.8480153298885,-1649.1428709064794,416.7499132057362,-458.94294620339076,117.44224086671605,-26.884896711497284,24.408803512684074,18.93807875468882,50.94328012043334,39.54872895704352,1
29.542404081910615,-10.579582438387817,420.36541154643186,-456.82939290085517,112.50024845274191,-12.912132568990367,23.418252722578274,18.891039219233974,42.31578026416665,38.82031704202163,0
888.3397567459473,-1799.3822399730648,396.1661978709759,-430.6997198784349,108.81323426594719,-18.258071489995856,28.46326193460461,20.207086925910804,46.71872930719108,39.93130859438472,1
45.81747691245389,-31.35300803643659,426.4508485610196,-470.44072084434157,114.66782844723278,-19.433705240091633,28.851484985005285,19.71976302445428,45.52583848027209,37.961083296872374,0
843.9320567883371,-1684.7667730933897,432.2997854964667,-483.5260512262976,113.30611006785985,-23.195822995108376,27.559403738274263,20.975982194853913,42.76358722249408,35.39699819192681,1
